title,year,rating,running_time_secs
Quills,2000,7.2,7440
The Iron Lady,2011,6.3,6300
Poetic Justice,1993,5.3,6540
Harry Brown,2009,7.2,6180
Miller's Crossing,1990,7.9,6900
Sparkle,2012,5.1,6960
Black Death,2010,6.4,6120
Get Rich or Die Tryin',2005,4.5,7020
Fading Gigolo,2013,6.5,5880
Vamps,2012,4.9,5520
Kaze no tani no Naushika,1984,8,7020
It's a Boy Girl Thing,2006,6.2,5700
Silverado,1985,7.1,7980
Sahara,2005,5.9,7440
Repo Men,2010,6.2,6660
Extraction,2013,5.6,6360
Barry Lyndon,1975,8.1,11040
Meet the Spartans,2008,2.6,5160
Superhero Movie,2008,4.3,4500
The Taking of Pelham 1 2 3,2009,6.4,6360
Soylent Green,1973,7,5820
Crystal Fairy,2013,5.8,5880
Crazy Heart,2009,7.3,6720
Spun,2002,6.6,6060
The Apartment,1960,8.4,7500
Confessions of a Teenage Drama Queen,2004,4.3,5340
The SpongeBob SquarePants Movie,2004,6.8,5220
Hansel & Gretel Get Baked,2013,4,5160
40 Days and 40 Nights,2002,5.5,5760
My Boss's Daughter,2003,4.4,5160
Charlie Wilson's War,2007,7.1,6120
Shorts,2009,4.9,5340
Kari-gurashi no Arietti,2010,7.6,5640
Tommy Boy,1995,6.8,5820
Mad Max 2,1981,7.6,5700
Grave Encounters 2,2012,4.9,5700
Flatliners,1990,6.4,6900
"Good Night, and Good Luck.",2005,7.5,5580
You Only Live Twice,1967,6.9,7020
Some Kind of Wonderful,1987,6.8,5700
How to Lose Friends & Alienate People,2008,6.5,6600
Sanctum,2011,5.7,6480
Pledge This!,2006,1.8,5460
Cleopatra,1963,6.8,11520
Man on the Moon,1999,7.4,7080
Chalet Girl,2011,6,5820
L!fe Happens,2011,5.3,6000
Marnie,1964,7.2,7800
Marmaduke,2010,3.7,5220
Kramer vs. Kramer,1979,7.7,6300
Rabbit Hole,2010,7,5460
Nanny McPhee,2005,6.5,5820
Big Stan,2007,6,6300
Silver Falls,2013,4.5,5760
The Living Daylights,1987,6.6,7800
A Thousand Words,2012,5.6,5460
Detention,2011,5.6,5580
The Polar Express,2004,6.5,6000
Babe,1995,6.9,5340
The Outlaw Josey Wales,1976,7.8,8100
This Must Be the Place,2011,6.6,7080
Four Lions,2010,7.2,5820
Octopussy,1983,6.5,7860
Hannah Arendt,2012,7.1,6780
The Station Agent,2003,7.7,5340
Grease 2,1982,3.8,6900
The Bodyguard,1992,5.8,7740
Away We Go,2009,7,5880
Tremors,1990,7.1,5760
Witness,1985,7.5,6720
Rocky II,1979,6.9,7140
Troll 2,1990,2.5,5700
Amistad,1997,7.1,9300
Just My Luck,2006,5.1,6180
The Bone Collector,1999,6.5,7080
"Yours, Mine and Ours",2005,4.9,5400
Lethal Weapon 2,1989,7.1,6840
Righteous Kill,2008,5.9,6060
Hamlet,1996,7.7,14520
Keith,2008,7.4,5580
The Witches of Eastwick,1987,6.4,7080
Love Story,1970,6.7,5940
The Texas Chain Saw Massacre,1974,7.4,4980
The Ladykillers,2004,6.1,6240
The Mission,1986,7.4,7500
Driven,2001,4.3,6960
Whatever Works,2009,7.1,5520
Rush Hour 2,2001,6.4,5400
Ace Ventura: When Nature Calls,1995,6,5400
Dennis the Menace,1993,5.2,5640
Gothika,2003,5.7,5880
Shanghai Knights,2003,6.1,6840
Sound of My Voice,2011,6.6,5100
Muriel's Wedding,1994,7,6360
Session 9,2001,6.5,6000
A Boy and His Dog,1975,6.5,5460
Superman II,1980,6.7,7620
Flightplan,2005,6.1,5880
Syriana,2005,7,7680
Exam,2009,6.8,6060
The Bad Lieutenant: Port of Call - New Orleans,2009,6.7,7320
Analyze This,1999,6.6,6180
Paranormal Activity 2,2010,5.6,5460
Stop-Loss,2008,6.4,6720
Love Happens,2009,5.5,6540
Rope,1948,8,4800
The Family Stone,2005,6.2,6180
Copycat,1995,6.5,7380
Zambezia,2012,5.5,4980
Land of the Dead,2005,6.3,5580
Bad Santa,2003,7.1,5460
Extract,2009,6.2,5520
Following,1998,7.5,4140
Twins,1988,5.9,6420
The Jacket,2005,7,6180
Strange Days,1995,7,8700
Major League,1989,7,6420
The Game Plan,2007,6,6600
The Little Girl Who Lives Down the Lane,1976,7,6000
The Secret Garden,1993,7.1,6060
Taxi,2004,4.2,5820
Message in a Bottle,1999,5.8,7860
The Prince & Me,2004,5.7,6660
My Girl 2,1994,4.8,5940
Fly Away Home,1996,6.7,6420
Frankenstein,1931,8,4200
Tenacious D in The Pick of Destiny,2006,6.6,5580
Heavy Weights,1995,6.3,6000
Elephant,2003,7.2,4860
The Guard,2011,7.3,5760
The Best Man,1999,6,7200
Intolerable Cruelty,2003,6.3,6000
Dinosaur,2000,6.3,4920
The Soloist,2009,6.6,7020
The Mexican,2001,6,7380
In Her Shoes,2005,6.5,7800
Doctor Zhivago,1965,7.9,11820
Miracle,2004,7.3,8100
The Devil Inside,2012,4.1,4980
Because of Winn-Dixie,2005,6.1,6360
Day of the Dead,2008,4.4,5160
Street Kings,2008,6.8,6540
Necessary Roughness,1991,5.7,6480
Nowhere Boy,2009,7,5880
Wolf Creek,2005,6.2,5940
Elvira: Mistress of the Dark,1988,5.7,5760
Scream 3,2000,5.4,6960
Doubt,2008,7.5,6240
A Late Quartet,2012,6.9,6300
Blood and Bone,2009,6.6,5580
Sightseers,2012,6.5,5280
Capote,2005,7.4,6840
The Big Chill,1983,7,6300
Franklyn,2008,6,5880
The Love Letter,1999,5.2,5280
Vanity Fair,2004,6.1,8460
Final Destination 2,2003,6.2,5400
Stone,2010,5.4,6300
About Schmidt,2002,7.2,7500
Some Girl(s),2013,4.9,5400
Kung fu,2004,7.7,5940
Rambo: First Blood Part II,1985,6.2,5760
Officer Down,2013,5.3,5880
Center Stage,2000,6.2,6900
Forces speciales,2011,6.1,6540
Star Trek V: The Final Frontier,1989,5.2,6420
The Crying Game,1992,7.3,6720
Haevnen,2010,7.6,7140
The Sisterhood of the Traveling Pants 2,2008,6,7020
Along Came a Spider,2001,6.2,6240
The Parent Trap,1961,6.9,7740
Awake,2007,6.4,5040
The Company Men,2010,6.7,6240
The Right Stuff,1983,7.8,11580
The Great Debaters,2007,7.4,7560
Eight Below,2006,7.1,7200
"To Wong Foo Thanks for Everything, Julie Newmar",1995,5.9,6540
Little Shop of Horrors,1986,6.7,5640
The Doors,1991,7.1,8400
The Firm,1993,6.7,9240
Dreamgirls,2006,6.5,7800
Tango & Cash,1989,6.1,6240
Half Baked,1998,6.4,4920
Timeline,2003,5.4,6960
Tuck Everlasting,2002,6.5,5400
Psycho II,1983,6.1,6780
Bad Ass,2012,5.3,5400
Mr. Bean's Holiday,2007,6.1,5400
Splendor in the Grass,1961,7.6,7440
Populaire,2012,6.7,6660
Ultraviolet,2006,4.2,5280
Sabotage,1936,7.1,4560
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,6.3,5340
The Factory,2012,5.5,6480
Lost and Delirious,2001,6.8,6180
Paul Blart: Mall Cop,2009,5.1,5460
The New Guy,2002,5.6,5280
The Hole,2009,5.7,5520
Wrong Turn 5: Bloodlines,2012,3.9,5220
A l'interieur,2007,6.8,4920
The Secret Life of Bees,2008,7,6840
Julie & Julia,2009,7,7380
Behind Enemy Lines,2001,6.2,6360
Apartment 1303 3D,2012,2.9,5100
Enter the Dragon,1973,7.6,6120
Chasing Liberty,2004,5.8,6660
The Killing,1956,8.1,5100
Hustle & Flow,2005,7.3,6960
The Legend of Zorro,2005,5.8,7740
Never Back Down 2: The Beatdown,2011,5.5,5400
Letters from Iwo Jima,2006,7.9,8460
Pushing Tin,1999,5.9,7440
Jayne Mansfield's Car,2012,6,7320
The Quiet Man,1952,7.8,7740
Hidalgo,2004,6.6,8160
Man of the House,2005,5.2,6000
Return to Oz,1985,6.5,6780
Strangers on a Train,1951,8.2,6060
Somos lo que hay,2010,5.6,5400
Catch .44,2011,4.6,5640
Celda 211,2009,7.6,6780
Yip Man 2,2010,7.5,6480
And Soon the Darkness,2010,5,5460
A Glimpse Inside the Mind of Charles Swan III,2012,4.7,5160
Sorority Row,2009,5,6060
Powder,1995,6.3,6660
MacGruber,2010,5.3,5400
Cujo,1983,5.9,5580
Smiley,2012,3.5,5400
G.I. Jane,1997,5.6,7500
Ramona and Beezus,2010,6.5,6180
Mystic Pizza,1988,6,6240
Agent Cody Banks,2003,4.9,6120
ATM,2012,4.6,5400
Night of the Living Dead,1968,7.9,5760
My Best Friend's Girl,2008,5.7,6060
Thick as Thieves,2009,5.8,6240
Everybody's Fine,2009,7.1,5940
Yellowstone Kelly,1959,6.3,5460
U-571,2000,6.4,6960
Waiting for Forever,2010,5.9,5700
2046,2004,7.4,7740
United 93,2006,7.6,6660
Bewitched,2005,4.7,6120
London,2005,6.4,5520
Angel Heart,1987,7.3,6780
This Boy's Life,1993,7.2,6900
Divination,2011,4.8,5880
Observe and Report,2009,5.8,5160
While You Were Sleeping,1995,6.5,6180
El cuerpo,2012,6.8,6480
Parenthood,1989,6.8,7440
Bully,2001,6.9,6900
Braindead,1992,7.5,6240
The Haunted Mansion,2003,4.7,5940
Alan Partridge: Alpha Papa,2013,7.8,5400
Carriers,2009,6,5040
Driving Miss Daisy,1989,7.4,5940
Traitor,2008,7,6840
The Jerk,1979,7,5640
Mr. Deeds,2002,5.6,5760
Operation Pacific,1951,6.5,6660
The Rainmaker,1997,6.9,8100
Lost Highway,1997,7.5,8040
Being There,1979,8,7800
Fair Game,2010,6.8,6480
Hostage,2005,6.5,6780
Open Range,2003,7.4,8340
Grand Theft Auto,1977,5.2,5040
Cockneys vs Zombies,2012,5.9,5280
Broken Flowers,2005,7.2,6360
Ils,2006,6.5,4620
Jackass: The Movie,2002,6.4,5220
Van Wilder 2: The Rise of Taj,2006,4.4,5820
Tank Girl,1995,4.8,6240
The Man in the Moon,1991,7.2,5940
Control,2007,7.6,7320
The Age of Innocence,1993,7.1,8340
Brother Bear,2003,6.6,5100
Mental,2012,5.8,6960
Fa yeung nin wa,2000,8,5880
Casa de mi Padre,2012,5.4,5040
Dawn of the Dead,1978,8,7620
Tamara Drewe,2010,6.2,6660
Dead Man,1995,7.6,7260
Prom Night,2008,3.7,5280
Volver,2006,7.6,7260
Atlas Shrugged II: The Strike,2012,5.2,6660
The Rage: Carrie 2,1999,4.3,6240
Twelve,2010,5.5,5700
The Wash,2001,3.9,5760
Zwartboek,2006,7.8,8700
Die Welle,2008,7.5,6420
Election,1999,7.2,6180
Death at a Funeral,2010,5.4,5520
In the Land of Women,2007,6.5,5820
The Killer Inside Me,2010,6.2,6540
Texas Killing Fields,2011,5.6,6300
The Lost Medallion: The Adventures of Billy Stone,2013,4.2,5820
One Hour Photo,2002,6.8,5760
Stripes,1981,6.8,6360
Harsh Times,2005,6.9,6960
The International,2009,6.5,7080
Night Moves,2013,6.4,6720
Nothing But the Truth,2008,7.2,6480
Walk Hard: The Dewey Cox Story,2007,6.6,5760
Ransom,1996,6.6,7260
Alive,1993,6.9,7200
Vacancy,2007,6.2,5100
Friday the 13th Part 2,1981,5.8,5220
6 Bullets,2012,6,6900
Who's Afraid of Virginia Woolf?,1966,8.1,7860
Lore,2012,7.1,6540
Bloodsport,1988,6.5,5520
The Producers,2005,6.2,8040
Stormbreaker,2006,5.1,5580
Mermaids,1990,6.4,6600
"You, Me and Dupree",2006,5.5,6480
Batman,1966,6.3,6300
Born on the Fourth of July,1989,7.1,8700
The Innkeepers,2011,5.5,6060
Violet & Daisy,2011,6.5,5280
"Nosferatu, eine Symphonie des Grauens",1922,8,5640
Gegen die Wand,2004,7.9,7260
The Conspirator,2010,6.9,7320
Cliffhanger,1993,6.3,6720
Gulliver's Travels,2010,4.8,5100
Gummo,1997,6.2,5340
Pootie Tang,2001,4.6,4860
Being Flynn,2012,6.3,6120
Because I Said So,2007,5.3,6120
One Hundred and One Dalmatians,1961,7.2,4740
Semi-Pro,2008,5.6,5460
The Forgotten,2004,5.7,5460
How High,2001,5.8,5580
Jack,1996,5.4,6780
The Day,2011,5.2,5220
On the Waterfront,1954,8.3,6480
Mindhunters,2004,6.2,6360
Snake Eyes,1998,5.9,5880
Mortal Kombat: Annihilation,1997,3.4,5700
Little Giants,1994,6,6420
The Cable Guy,1996,5.9,5760
Pink Floyd The Wall,1982,7.8,5700
The Wood,1999,6.3,6360
Haute tension,2003,6.7,5460
Womb,2010,6.2,6660
Touchy Feely,2013,4.9,5280
The Bridges of Madison County,1995,7.3,8100
THX 1138,1971,6.7,5160
Out of Sight,1998,7,7380
Clash of the Titans,1981,6.7,7080
The Land Before Time,1988,7.1,4140
Torque,2004,3.7,5040
Flypaper,2011,6.2,5220
Secret of the Wings,2012,6.6,4500
Rhapsody in Blue,1945,6.8,8100
Deception,2013,4,5520
Tyrannosaur,2011,7.5,5520
Wristcutters: A Love Story,2006,7.2,5280
The Rocketeer,1991,6.2,6480
1941,1979,5.7,7080
Jason Lives: Friday the 13th Part VI,1986,5.4,5160
The Hamiltons,2006,5.1,5160
Payback,1999,7,6000
Sister Act 2: Back in the Habit,1993,4.9,6420
Jason X,2001,4.3,5460
Reality Bites,1994,6.4,5940
Cocoon,1985,6.6,7020
The Meaning of Life,1983,7.5,6420
Rat Race,2001,6.3,6720
"Bless Me, Ultima",2013,6,6360
Dial M for Murder,1954,8.1,6300
Les adieux a la reine,2012,6.2,6000
A Room with a View,1985,7.3,7020
Prozac Nation,2001,6.1,5700
High Noon,1952,8.2,5100
A Fish Called Wanda,1988,7.6,6480
Teen Witch,1989,5.7,5400
An American in Paris,1951,7.2,6780
Menace II Society,1993,7.3,5820
Bait,2012,5.2,5580
xXx: State of the Union,2005,4.1,6060
Prom,2011,4.9,6240
D3: The Mighty Ducks,1996,4.8,6240
King of New York,1990,6.9,6180
"Peace, Love, & Misunderstanding",2011,5.5,5760
The Final Destination,2009,5,4920
Bratz,2007,2.7,6600
Predator 2,1990,6.1,6480
Shanghai,2010,6.4,6300
Jersey Girl,2004,6.1,6120
Rampart,2011,5.8,6480
Clear and Present Danger,1994,6.8,8460
Universal Soldier: Day of Reckoning,2012,5,6840
Kevin Hart: Let Me Explain,2013,6.2,4500
The 6th Day,2000,5.8,7380
Serpico,1973,7.7,7800
Short Circuit,1986,6.4,5880
Conviction,2010,7.1,6420
Straw Dogs,1971,7.6,7080
Bel Ami,2012,5.3,6120
Weekend at Bernie's,1989,6.1,5820
Monster on the Campus,1958,5.7,4620
The Lady Vanishes,1938,8,5760
Run Fatboy Run,2007,6.6,6000
He Got Game,1998,6.8,8160
Big Miracle,2012,6.3,6420
Branded,2012,4.5,6360
Tooth Fairy,2010,4.8,6060
The Horse Whisperer,1998,6.4,10200
The Searchers,1956,8,7140
A Midsummer Night's Dream,1999,6.3,6960
Dante's Peak,1997,5.7,6480
The Dirty Dozen,1967,7.8,9000
Metro Manila,2013,7.1,6900
Midnight Run,1988,7.5,7560
Run for Your Wife,2012,2.4,5640
Fighting,2009,5.4,6300
Moonstruck,1987,7,6120
Riding in Cars with Boys,2001,6.2,7920
Entrapment,1999,6.1,6780
Blast from the Past,1999,6.4,6720
Un long dimanche de fiancailles,2004,7.7,7980
Southland Tales,2006,5.4,8700
A Guy Thing,2003,5.5,6060
Mientras duermes,2011,7.1,6120
The Namesake,2006,7.4,7320
Abandon,2002,4.7,5940
Phenomenon,1996,6.3,7380
Spy Kids 2: Island of Lost Dreams,2002,5,6000
Inequality for All,2013,6.4,5340
Loft,2010,6.8,6480
Rubber,2010,5.7,4920
"Planes, Trains & Automobiles",1987,7.5,5580
The Long Kiss Goodnight,1996,6.6,7260
Rachel Getting Married,2008,6.7,6780
The Last Boy Scout,1991,6.8,6300
Benny & Joon,1993,7,5880
Repo! The Genetic Opera,2008,6.3,5880
Robosapien: Rebooted,2013,4.2,5160
The Hole,2001,6.1,6120
Greenberg,2010,6.1,6420
Alvin and the Chipmunks,2007,5.2,5520
Rebecca,1940,8.3,7800
Freelancers,2012,4.4,5760
Funny Games,1997,7.5,6480
Midnight Express,1978,7.6,7260
Savannah,2013,5.1,6060
Los cronocrimenes,2007,7.2,5520
Bullitt,1968,7.4,6840
Friday the 13th: The Final Chapter,1984,5.5,5460
Paper Man,2009,6.6,6600
The Angels' Share,2012,7,6060
The X Files,1998,6.8,7260
Zulu,2013,4.7,6600
Bridget Jones: The Edge of Reason,2004,5.7,6480
Final Fantasy: The Spirits Within,2001,6.3,6360
Adventures in Babysitting,1987,6.6,6120
Becoming Jane,2007,6.9,7200
Raising Arizona,1987,7.4,5640
Black Widow,1954,6.7,5700
Romeo Must Die,2000,5.9,6900
Fireproof,2008,6,7320
Soul Plane,2004,3.9,5160
Romy and Michele's High School Reunion,1997,5.9,5520
The Maltese Falcon,1941,8.3,6000
Perfect Stranger,2007,5.5,6540
Dod sno,2009,6.3,5460
FernGully: The Last Rainforest,1992,6.1,4560
Airplane II: The Sequel,1982,5.9,5100
Baby Boy,2001,6,7800
The Witches,1990,6.7,5460
Smokey and the Bandit,1977,6.6,5760
La cage doree,2013,7.5,5400
Bully,2011,7.2,5880
Bound,1996,7.4,6480
The Marine,2006,4.6,5520
The Omen,2006,5.4,6600
Vampires Suck,2010,3.3,4920
The Curse of the Were-Rabbit,2005,7.6,5100
Hell,2011,5.8,5340
The Fog,2005,3.5,6000
Bitch Slap,2009,4.4,6540
Daydream Nation,2010,6.3,5880
A Night at the Roxbury,1998,5.9,4920
"Se, jie",2007,7.5,9420
The Romantics,2010,5,5700
Outbreak,1995,6.5,7620
Sliding Doors,1998,6.7,5940
Bulletproof Monk,2003,5.3,6240
The Brothers Bloom,2008,6.8,6840
Titan A.E.,2000,6.4,5640
Everything Must Go,2010,6.4,5820
Lean on Me,1989,7.1,6480
Baby Mama,2008,5.9,5940
Back to School,1986,6.3,5760
Odishon,1999,7.2,6900
The Informers,2008,5,5880
South Park: Bigger Longer & Uncut,1999,7.7,4860
Sunshine Cleaning,2008,6.9,5460
A Field in England,2013,6,5400
Crocodile Dundee,1986,6.5,5820
The Gods Must Be Crazy,1980,7.1,6540
The Tournament,2009,6,5700
The Principal,1987,5.9,6540
Kiss of the Damned,2012,5.3,5820
Black Gold,2011,6.5,7800
Escape from Alcatraz,1979,7.6,6720
Candyman,1992,6.5,5940
The Love Guru,2008,3.7,5220
Before the Devil Knows You're Dead,2007,7.3,7020
D.E.B.S.,2004,4.9,5460
Defendor,2009,6.8,6060
Dog Pound,2010,6.9,5460
Boy,2010,7.2,5220
The Lizzie McGuire Movie,2003,4.9,5640
The Details,2011,6,5460
Wild at Heart,1990,7.1,7500
Selena,1997,6.3,7620
Alvin and the Chipmunks: The Squeakquel,2009,4.2,5280
Doc Hollywood,1991,5.9,6240
From Prada to Nada,2011,5.1,6420
Forbidden Planet,1956,7.7,5880
Crazy in Alabama,1999,5.9,6660
Wakolda,2013,7,5580
Redline,2007,3.7,5700
Chained,2012,6.2,5640
U Turn,1997,6.7,7500
Adult World,2013,6.4,5820
The Motel Life,2012,6.8,5100
Child of God,2013,6.6,6240
Obsessed,2009,4.7,6480
The Public Enemy,1931,7.7,4980
Eight Legged Freaks,2002,5.4,5940
Crimson Tide,1995,7.2,6960
Elizabethtown,2005,6.3,7380
Gwoemul,2006,7,7140
Uptown Girls,2003,5.8,5520
New York Minute,2004,4.3,5460
The Pink Panther,2006,5.3,5580
The Condemned,2007,5.9,6840
Loser,2000,5.1,5880
Rumble Fish,1983,7.1,5640
All About Eve,1950,8.4,8280
Exit Wounds,2001,5.3,6060
Taking Woodstock,2009,6.6,7200
Undercover Brother,2002,5.6,5160
Son of the Mask,2005,2.1,5640
The Cove,2009,8.4,5520
A Christmas Carol,2009,6.7,5760
"The Karate Kid, Part II",1986,5.6,6780
Kill List,2011,6.2,5700
Anna and the King,1999,6.5,8880
Madeline,1998,5.7,5280
Open Season,2006,6.1,4980
Tropa de Elite,2007,7.9,6900
Wolf,2013,7.1,7140
Frenzy,1972,7.5,6960
Emergo,2011,5.1,4800
Seven Years in Tibet,1997,6.8,8160
The X Files: I Want to Believe,2008,5.8,6240
Cool Runnings,1993,6.7,5880
Don't Tell Mom the Babysitter's Dead,1991,5.7,6120
Caligola,1979,5,9360
Adam,2009,7.1,5940
Flyboys,2006,6.4,8400
The Avengers,1998,3.5,5340
My Lucky Star,2013,6.6,6840
Double Jeopardy,1999,6.2,6300
The Informant!,2009,6.5,6480
Love & Basketball,2000,6.8,7440
Son of Rambow,2007,6.9,5760
Frailty,2001,7.2,6000
Swimming Pool,2003,6.7,6120
Mission to Mars,2000,5.4,6840
Blindness,2008,6.6,7260
Banlieue 13 - Ultimatum,2009,6.4,6060
Tenku no shiro Rapyuta,1986,8,7440
Rashomon,1950,8.4,5280
BloodRayne,2005,2.8,5700
A Nightmare on Elm Street 3: Dream Warriors,1987,6.3,5760
The Specialist,1994,5.2,6600
Where the Heart Is,2000,6.5,7200
Histoire d'O,1975,5.2,5820
Fright Night Part 2,1988,5.5,6240
Another Year,2010,7.3,7740
The Family Man,2000,6.6,7500
Lovely Molly,2011,5.2,5940
Devoured,2012,4.7,5340
The Edge,1997,6.7,7020
"I Love You, Beth Cooper",2009,5.2,6120
Less Than Zero,1987,6.1,5880
Vegas Vacation,1997,5.7,5580
The Poughkeepsie Tapes,2007,6,5160
The One,2001,5.8,5220
Romancing the Stone,1984,6.9,6360
Transsiberian,2008,6.7,6660
Bedknobs and Broomsticks,1971,6.8,7020
Fukrey,2013,6.6,8340
Frequency,2000,7.2,7080
The Conversation,1974,8,6780
The Last Emperor,1987,7.8,9780
Against All Odds,1984,5.7,7680
DragonHeart,1996,6.3,6180
Hidden Away,2013,7.5,5040
The Road to El Dorado,2000,6.6,5340
My Blueberry Nights,2007,6.6,5700
Head Over Heels,2001,5,5160
Aliens in the Attic,2009,5.3,5160
Won't Back Down,2012,5.8,7260
Sinbad: Legend of the Seven Seas,2003,6.5,5400
Ali G Indahouse,2002,6,5100
Eraserhead,1977,7.3,5100
The Whole Nine Yards,2000,6.6,5880
Diarios de motocicleta,2004,7.7,7560
Mars Needs Moms,2011,5.2,5280
October Baby,2011,6.1,6420
The Midnight Meat Train,2008,6.1,5880
L'inconnu du lac,2013,7.1,6000
Speak,2004,7.4,5340
When a Stranger Calls,2006,4.8,5220
Wild Bill,2011,7.1,5880
The Fisher King,1991,7.5,8220
Dolphin Tale,2011,6.7,6780
Striptease,1996,4.1,6900
End of Days,1999,5.6,7260
Fahrenheit 451,1966,7.2,6720
Blues Brothers 2000,1998,4.6,7380
Drop Dead Fred,1991,5.2,6180
28 Days,2000,5.8,6180
Lake Placid,1999,5.5,4920
Runaway Bride,1999,5.2,6960
Any Which Way You Can,1980,5.7,6900
BASEketball,1998,6.3,6180
"Good Morning, Vietnam",1987,7.2,7260
StreetDance 2,2012,5.3,5100
The Legend of Bagger Vance,2000,6.5,7560
Super Size Me,2004,7.3,6000
Dirty Dancing: Havana Nights,2004,5.6,5160
Small Apartments,2012,5.9,5760
Short Cuts,1993,7.7,11220
The Man with the Golden Gun,1974,6.7,7500
Little Birds,2011,6,5640
The Greatest Game Ever Played,2005,7.3,7200
Hur manga lingon finns det i varlden?,2011,5.8,6060
Next Friday,2000,5.6,5880
The Ringer,2005,5.6,5640
Little Monsters,1989,5.6,6000
The Cave,2005,4.9,5820
The Cheap Detective,1978,6.3,5520
Akira,1988,7.9,7440
Abre los ojos,1997,7.7,7020
The Decoy Bride,2011,5.8,5340
Mad Max Beyond Thunderdome,1985,6.1,6420
Teaching Mrs. Tingle,1999,5.1,5760
Bitter Moon,1992,6.9,8340
Unconditional,2012,6.5,5520
Captivity,2007,4.5,5760
House on Haunted Hill,1999,5.4,5580
Reindeer Games,2000,5.6,6240
Cloak & Dagger,1984,6.2,6060
Garden Party,2008,5.7,5280
Mar adentro,2004,8,7500
The Nutty Professor,1996,5.5,5700
Old Dogs,2009,5.1,5280
Bronenosets Potyomkin,1925,8,4500
King Kong,1976,5.7,8040
Ladri di biciclette,1948,8.4,5580
The River Wild,1994,6.2,6480
Hairspray,1988,6.7,5520
Sneakers,1992,7,7560
Cleanskin,2012,6.2,6480
The Last Picture Show,1971,8,7080
The Stepford Wives,2004,5.1,5580
Blood,2012,5.8,5520
The Amityville Horror,1979,6,7020
Proof,2005,6.7,6000
Splinter,2008,6.1,4920
Malibu's Most Wanted,2003,4.8,5160
Felon,2008,7.5,6240
Grosse Pointe Blank,1997,7.3,6420
My Little Pony: Equestria Girls,2013,6.2,4320
Mississippi Burning,1988,7.8,7680
The Revenant,2009,6.3,7020
Cassandra's Dream,2007,6.7,6480
Happiness,1998,7.7,8040
The Final,2010,5.3,5580
I Still Know What You Did Last Summer,1998,4.3,6000
Notorious,1946,8.2,6060
Enough,2002,5.2,6900
Tiny Furniture,2010,6.2,5880
The Interpreter,2005,6.4,7680
Raise Your Voice,2004,5.5,6180
Find Me Guilty,2006,6.9,7500
My Dog Skip,2000,6.8,5700
Danny the Dog,2005,7,6180
Setup,2011,4.3,5100
Goal!,2005,6.6,7080
The Girlfriend Experience,2009,5.5,4620
[Rec] 2,2009,6.5,5100
Velvet Goldmine,1998,6.7,7440
Breach,2007,7,6600
Universal Soldier,1992,5.8,6120
Kicking & Screaming,2005,5.4,5700
54,1998,5.6,5580
Birth,2004,5.9,6000
The Human Stain,2003,6.2,6360
On Her Majesty's Secret Service,1969,6.8,8520
Nobody Walks,2012,5.1,4980
Twin Peaks: Fire Walk with Me,1992,7,8100
Just Married,2003,5.2,5700
Le grand bleu,1988,7.4,10080
Thirteen Days,2000,7.2,8700
LiTTLEMAN,2006,3.8,5880
Pink Flamingos,1972,5.8,5580
Swimfan,2002,4.7,5100
The Santa Clause,1994,6.1,5820
Uncertainty,2009,5.8,6060
The Woman,2011,6,6060
Majo no takkyubin,1989,7.8,6180
The Ultimate Gift,2006,7.2,6840
The Gift,2000,6.6,6720
Borgman,2013,7.2,6780
The Siege,1998,6.2,6960
Dangerous Liaisons,1988,7.6,7140
The Last Will and Testament of Rosalind Leigh,2012,5.4,4920
The Warrior's Way,2010,6.2,6000
In Their Skin,2012,5.2,5820
The Monster Squad,1987,6.9,4920
Der Name der Rose,1986,7.7,7800
Jug Face,2013,5.3,4860
The Grapes of Wrath,1940,8.2,7740
Charlotte's Web,2006,6.4,5820
Ordinary People,1980,7.7,7440
To Catch a Thief,1955,7.5,6360
"Love, Wedding, Marriage",2011,4.7,5400
Jumping the Broom,2011,5.1,6720
Kate & Leopold,2001,6.2,7080
Che: Part One,2008,7.1,8040
Under Siege,1992,6.3,6180
Scar,2007,4,5400
What About Bob?,1991,6.8,5940
Chariots of Fire,1981,7.2,7440
The Tale of Despereaux,2008,6.1,5580
Cracks,2009,6.5,6240
Bad Boys,1983,7,6240
Endless Love,1981,4.3,6960
Nosotros los Nobles,2013,7.5,6480
You Got Served,2004,3,5700
Miss March,2009,4.8,5400
Amazing Grace,2006,7.3,7020
Glory Road,2006,7,7080
Lady and the Tramp,1955,7.4,4560
Halloween: Resurrection,2002,3.9,5640
Ice Princess,2005,5.8,5880
The Ghost and the Darkness,1996,6.7,6540
Heartbreak Ridge,1986,6.6,7800
Meeting Evil,2012,5.2,5340
Shaft,2000,5.8,5940
"Big Mommas: Like Father, Like Son",2011,3.9,6420
Bloody Homecoming,2012,4.2,4920
Cleaner,2007,6.1,5280
Shadow of the Vampire,2000,6.8,5520
Instinct,1999,6.2,7560
The Bang Bang Club,2010,6.7,6360
The Fog,1980,6.7,5340
Beauty Shop,2005,5.2,6300
Exit Through the Gift Shop,2010,8,5220
Soldier,1998,5.7,5940
Sleeping with the Enemy,1991,5.8,5940
Howards End,1992,7.4,8400
"Synecdoche, New York",2008,7.2,7440
Over the Top,1987,5.1,5580
The Pelican Brief,1993,6.4,8460
Supernova,2000,4.5,5400
